Date,Momentum_net,SPY,Turnover
2021-10-31,0.0,0.07016360460342308,0.0
2021-11-30,-0.02883410398051923,-0.008034740862282619,0.0
2021-12-31,-0.012755626504040087,0.046247714811941565,0.3
2022-01-31,-0.05925114482063391,-0.05274121938571941,0.3
2022-02-28,-0.0014089140706913474,-0.029517058003522334,0.4
2022-03-31,0.05605984464647892,0.03759043882493929,0.2
2022-04-30,-0.1246712284047598,-0.08776922697305523,0.3
2022-05-31,0.027688869755535462,0.0022572251501487006,0.2
2022-06-30,-0.06626679589971687,-0.08246031530293385,0.2
2022-07-31,0.12250700479921257,0.0920875483183976,0.2
2022-08-31,-0.04280281204174748,-0.04080201781562243,0.2
2022-09-30,-0.059869410767276574,-0.09244589359731215,0.1
2022-10-31,0.09806562168409107,0.08127539836666475,0.2
2022-11-30,0.02393978757653832,0.05559188142882632,0.1
2022-12-31,-0.03999703237675244,-0.05762838571567486,0.2
2023-01-31,-0.002725328391216685,0.0628873464394677,0.0
2023-02-28,-0.03688405776418373,-0.02514267656877056,0.30000000000000004
2023-03-31,0.05477554667768894,0.03707774554924126,0.1
2023-04-30,0.038077498212014275,0.015974988576216154,0.2
2023-05-31,0.004481853337654197,0.00461628315372975,0.5
2023-06-30,0.08505493865850106,0.06479965952120881,0.2
2023-07-31,0.053758804334795594,0.032733312174374474,0.1
2023-08-31,-0.011465574742303072,-0.016252138624951784,0.2
2023-09-30,-0.04712131285760323,-0.047434421853714825,0.1
2023-10-31,-0.00976435592556556,-0.02170856527296494,0.1
2023-11-30,0.15045970511027,0.09134384294535414,0.1
2023-12-31,0.03859347418892728,0.045655322257667,0.1
2024-01-31,0.08568524569279053,0.01592641357291069,0.2
2024-02-29,0.1877491722355757,0.05218691320055302,0.2
2024-03-31,0.0207263793307675,0.03270192288872398,0.0
2024-04-30,-0.03820917531109683,-0.04031956506061651,0.1
2024-05-31,0.07690215834743475,0.05057958576521049,0.0
2024-06-30,0.08233392956581334,0.03528016665523781,0.3
2024-07-31,-0.03448026447601401,0.01210917131402578,0.2
2024-08-31,0.05518468827156402,0.02336566124174788,0.2
2024-09-30,0.02460707579259621,0.021004438734591346,0.2
2024-10-31,0.01964207736838623,-0.008923451594921361,0.2
2024-11-30,0.09802348965018848,0.05963352184722481,0.2
2024-12-31,0.020907409636473643,-0.024060285058999265,0.1
2025-01-31,0.07304095067869608,0.026856516270723496,0.2
2025-02-28,-0.044133309896648036,-0.012694837033450312,0.1
2025-03-31,-0.09681287447090775,-0.05571919586383445,0.1
2025-04-30,0.10369146388943029,-0.008670229175496758,0.3
2025-05-31,0.08981937396283296,0.06284501787581465,0.2
2025-06-30,0.031724804589820466,0.051386182837998895,0.2
2025-07-31,0.03309473319633724,0.023031505020404186,0.0
2025-08-31,0.0017397997261212933,0.020519492148202145,0.1
2025-09-30,0.11119947278838249,0.03562036952182912,0.1
2025-10-31,0.025653592083724384,0.023837458474752493,0.1
2025-11-30,-0.035693854708656755,0.0019499283249213573,0.2
2025-12-31,0.016136090944812453,0.000797497311368911,0.3
2026-01-31,0.06672257544762548,0.017773339132055144,0.1
